user_id,gender,age,age_group,body_type,region,past_purchase_history,browsing_data,accessory_type,season,footwear_type,brand,color,style,outfit_id
414,Other,31,senior,Athletic,West,"['hat', 'jacket', 'pant', 'shoe', 'shirt']",ProductB,belt,Summer,boots,BrandC,Blue,Formal,414
415,Other,37,senior,Slim,South,"['hat', 'shoe', 'pant', 'jacket']",ProductA,watch,Summer,heels,BrandA,White,Formal,415
416,Female,54,senior,Average,East,"['pant', 'shoe', 'shirt']",ProductA,necklace,Autumn,heels,BrandD,Black,Sporty,416
417,Other,18,middle-aged,Heavy,North,"['pant', 'jacket', 'shirt', 'shoe']",ProductB,bracelet,Spring,sandals,BrandD,Red,Formal,417
418,Other,40,senior,Athletic,West,"['shoe', 'hat', 'jacket']",ProductA,watch,Autumn,boots,BrandA,Black,Sporty,418
419,Female,45,senior,Slim,North,"['jacket', 'hat', 'pant']",ProductB,watch,Autumn,sandals,BrandA,Blue,Formal,419
420,Female,28,young,Heavy,South,"['hat', 'pant', 'jacket', 'shoe']",ProductE,sunglasses,Autumn,sandals,BrandB,Black,Formal,420
421,Other,39,middle-aged,Slim,West,"['jacket', 'hat', 'pant']",ProductA,watch,Autumn,sneakers,BrandD,Red,Formal,421
422,Male,36,middle-aged,Heavy,East,"['shirt', 'pant', 'hat', 'shoe', 'jacket']",ProductC,necklace,Summer,sandals,BrandD,Green,Sporty,422
423,Other,35,senior,Slim,East,"['jacket', 'shirt', 'hat', 'pant', 'shoe']",ProductA,necklace,Spring,flats,BrandD,White,Sporty,423
424,Other,19,middle-aged,Heavy,West,"['pant', 'jacket', 'shoe', 'hat']",ProductE,bracelet,Summer,sneakers,BrandC,Green,Casual,424
425,Female,24,young,Heavy,East,['shirt'],ProductA,watch,Winter,heels,BrandB,Green,Sporty,425
426,Female,51,middle-aged,Athletic,North,"['hat', 'jacket', 'shoe', 'pant']",ProductE,necklace,Winter,boots,BrandC,Red,Elegant,426
427,Other,22,young,Heavy,West,"['jacket', 'shirt', 'shoe']",ProductE,belt,Autumn,boots,BrandD,Blue,Sporty,427
428,Other,47,middle-aged,Athletic,South,"['pant', 'shoe', 'jacket', 'hat']",ProductB,necklace,Winter,sandals,BrandD,Blue,Casual,428
429,Other,37,senior,Athletic,South,"['hat', 'pant', 'jacket', 'shoe', 'shirt']",ProductC,necklace,Autumn,boots,BrandD,Red,Sporty,429
430,Female,34,middle-aged,Average,West,"['shoe', 'shirt', 'pant', 'hat']",ProductD,bracelet,Autumn,heels,BrandC,White,Sporty,430
431,Other,50,young,Athletic,East,"['jacket', 'hat']",ProductA,necklace,Winter,boots,BrandA,White,Formal,431
432,Other,27,young,Heavy,North,"['shirt', 'shoe']",ProductB,watch,Winter,heels,BrandC,White,Formal,432
433,Female,29,middle-aged,Slim,South,"['hat', 'jacket', 'shirt']",ProductD,sunglasses,Winter,sneakers,BrandC,Blue,Formal,433
434,Male,62,young,Heavy,South,"['hat', 'shoe', 'pant', 'shirt']",ProductB,watch,Summer,boots,BrandB,Black,Elegant,434
435,Male,31,middle-aged,Average,North,"['hat', 'shoe', 'jacket', 'shirt', 'pant']",ProductE,sunglasses,Spring,heels,BrandB,Green,Elegant,435
436,Male,54,middle-aged,Average,North,"['hat', 'pant', 'shirt', 'jacket', 'shoe']",ProductC,necklace,Winter,boots,BrandC,Red,Casual,436
437,Male,15,senior,Slim,East,['shoe'],ProductA,belt,Autumn,flats,BrandD,White,Elegant,437
438,Other,31,middle-aged,Athletic,South,"['jacket', 'shirt', 'pant', 'hat']",ProductD,necklace,Summer,heels,BrandD,Red,Casual,438
439,Male,29,middle-aged,Average,East,"['shirt', 'pant', 'hat', 'shoe']",ProductA,watch,Summer,heels,BrandA,Green,Sporty,439
440,Female,43,senior,Slim,West,"['pant', 'shirt', 'shoe', 'hat']",ProductC,sunglasses,Autumn,sneakers,BrandA,Green,Elegant,440
441,Other,24,senior,Average,North,['pant'],ProductC,belt,Winter,sneakers,BrandC,Red,Sporty,441
442,Male,68,middle-aged,Slim,North,"['jacket', 'hat']",ProductB,watch,Spring,boots,BrandB,White,Elegant,442
443,Male,36,senior,Athletic,North,"['shirt', 'hat']",ProductD,bracelet,Autumn,sandals,BrandA,Blue,Elegant,443
444,Other,39,middle-aged,Athletic,East,"['hat', 'shirt', 'pant', 'shoe']",ProductB,necklace,Autumn,boots,BrandC,Red,Elegant,444
445,Male,69,senior,Slim,North,"['shirt', 'jacket', 'pant', 'shoe', 'hat']",ProductD,watch,Autumn,sneakers,BrandD,Black,Elegant,445
446,Male,23,senior,Slim,North,"['shirt', 'jacket', 'shoe']",ProductD,watch,Summer,sneakers,BrandA,Green,Casual,446
447,Male,55,middle-aged,Slim,East,"['shoe', 'hat', 'shirt', 'jacket', 'pant']",ProductC,sunglasses,Summer,heels,BrandC,Green,Formal,447
448,Female,21,senior,Athletic,West,['shirt'],ProductA,necklace,Summer,heels,BrandB,Black,Elegant,448
449,Female,22,senior,Slim,West,"['jacket', 'shoe', 'hat', 'pant']",ProductC,sunglasses,Summer,flats,BrandC,Red,Elegant,449
450,Male,31,senior,Slim,East,"['shirt', 'jacket', 'pant', 'shoe']",ProductE,necklace,Autumn,boots,BrandD,Green,Casual,450
451,Other,38,middle-aged,Heavy,South,"['pant', 'shoe', 'hat']",ProductC,watch,Summer,boots,BrandD,Red,Formal,451
452,Female,16,senior,Slim,East,"['hat', 'shirt', 'jacket', 'shoe']",ProductB,bracelet,Autumn,flats,BrandD,Red,Elegant,452
453,Other,18,senior,Heavy,West,"['hat', 'shoe', 'pant', 'shirt']",ProductE,necklace,Spring,heels,BrandB,White,Casual,453
454,Male,50,senior,Heavy,South,['shirt'],ProductB,sunglasses,Summer,boots,BrandA,Blue,Elegant,454
455,Female,65,middle-aged,Average,East,"['pant', 'hat', 'shirt', 'jacket', 'shoe']",ProductB,sunglasses,Summer,boots,BrandB,Black,Elegant,455
456,Other,15,middle-aged,Athletic,North,['jacket'],ProductA,sunglasses,Spring,sandals,BrandA,Blue,Formal,456
457,Female,37,senior,Heavy,South,"['shirt', 'hat', 'jacket', 'shoe']",ProductD,bracelet,Spring,sneakers,BrandC,Green,Elegant,457
458,Other,25,senior,Heavy,East,"['hat', 'jacket', 'shoe']",ProductC,bracelet,Spring,flats,BrandA,Blue,Elegant,458
459,Female,46,middle-aged,Athletic,South,"['shoe', 'shirt', 'hat']",ProductE,watch,Spring,heels,BrandB,Green,Sporty,459
460,Male,17,middle-aged,Slim,North,"['hat', 'shoe', 'jacket', 'pant']",ProductC,sunglasses,Winter,flats,BrandC,Red,Casual,460
461,Male,70,senior,Heavy,North,['shoe'],ProductC,bracelet,Winter,heels,BrandB,Black,Elegant,461
462,Other,19,senior,Slim,North,"['hat', 'shirt', 'shoe', 'jacket']",ProductA,bracelet,Summer,heels,BrandA,Red,Casual,462
463,Other,43,middle-aged,Heavy,East,['jacket'],ProductD,necklace,Spring,heels,BrandD,Blue,Elegant,463
464,Male,38,middle-aged,Slim,East,"['jacket', 'pant']",ProductD,belt,Winter,heels,BrandB,White,Sporty,464
465,Other,26,middle-aged,Slim,East,['hat'],ProductE,watch,Winter,heels,BrandB,Blue,Elegant,465
466,Other,40,middle-aged,Athletic,West,"['shoe', 'pant', 'hat', 'shirt', 'jacket']",ProductE,watch,Summer,flats,BrandB,Red,Casual,466
467,Other,39,senior,Slim,West,"['pant', 'hat', 'jacket', 'shirt', 'shoe']",ProductE,watch,Summer,boots,BrandB,Green,Formal,467
468,Female,65,middle-aged,Average,North,"['shoe', 'pant']",ProductB,watch,Summer,sneakers,BrandC,Black,Elegant,468
469,Female,40,middle-aged,Heavy,West,"['hat', 'jacket']",ProductC,belt,Autumn,flats,BrandD,Red,Formal,469
470,Other,70,middle-aged,Athletic,North,['shirt'],ProductD,sunglasses,Spring,flats,BrandD,Blue,Elegant,470
471,Male,70,senior,Average,South,['jacket'],ProductB,necklace,Autumn,boots,BrandA,Black,Elegant,471
472,Male,17,middle-aged,Heavy,East,"['hat', 'pant']",ProductB,bracelet,Autumn,heels,BrandB,Black,Sporty,472
473,Other,35,young,Heavy,South,"['pant', 'shoe', 'hat', 'jacket']",ProductC,belt,Spring,boots,BrandD,Green,Formal,473
474,Other,24,young,Athletic,South,"['shoe', 'jacket']",ProductC,belt,Autumn,flats,BrandB,White,Casual,474
475,Other,45,senior,Average,South,"['shoe', 'shirt']",ProductD,sunglasses,Summer,heels,BrandB,White,Sporty,475
476,Other,70,middle-aged,Athletic,East,"['pant', 'jacket']",ProductB,sunglasses,Winter,sneakers,BrandC,Green,Formal,476
477,Other,21,senior,Heavy,South,"['shirt', 'shoe']",ProductB,bracelet,Winter,boots,BrandA,White,Casual,477
478,Female,67,senior,Heavy,East,"['shoe', 'shirt', 'hat']",ProductE,sunglasses,Winter,heels,BrandD,Red,Elegant,478
479,Male,25,senior,Slim,South,"['jacket', 'shoe']",ProductD,necklace,Autumn,sandals,BrandC,White,Sporty,479
480,Female,16,senior,Athletic,West,"['shirt', 'pant']",ProductC,sunglasses,Summer,sneakers,BrandC,Black,Formal,480
481,Other,16,middle-aged,Average,North,"['pant', 'hat', 'shirt', 'shoe', 'jacket']",ProductB,watch,Summer,sneakers,BrandC,Blue,Formal,481
482,Female,35,middle-aged,Athletic,East,"['shoe', 'jacket', 'pant', 'shirt', 'hat']",ProductB,belt,Winter,sandals,BrandD,Black,Elegant,482
483,Female,27,senior,Average,North,"['hat', 'shirt', 'shoe', 'pant']",ProductC,bracelet,Spring,sandals,BrandD,Black,Elegant,483
484,Other,51,middle-aged,Heavy,East,"['jacket', 'pant', 'shoe', 'hat', 'shirt']",ProductC,watch,Spring,sandals,BrandB,Green,Formal,484
485,Other,65,senior,Average,West,"['pant', 'hat', 'shoe', 'shirt']",ProductC,bracelet,Autumn,sandals,BrandC,Green,Elegant,485
486,Male,50,middle-aged,Average,West,"['shoe', 'jacket', 'hat']",ProductA,necklace,Autumn,flats,BrandD,Black,Elegant,486
487,Male,31,middle-aged,Average,East,"['hat', 'shoe', 'pant', 'jacket', 'shirt']",ProductE,sunglasses,Autumn,sandals,BrandA,White,Elegant,487
488,Female,30,senior,Slim,West,"['shirt', 'pant', 'jacket', 'shoe', 'hat']",ProductC,sunglasses,Autumn,heels,BrandA,Red,Sporty,488
489,Male,15,middle-aged,Heavy,West,"['hat', 'shirt', 'pant', 'jacket']",ProductB,watch,Spring,sandals,BrandA,Red,Sporty,489
490,Female,49,middle-aged,Heavy,South,"['shoe', 'pant']",ProductA,belt,Summer,heels,BrandB,Red,Casual,490
491,Male,25,senior,Heavy,North,"['shirt', 'shoe']",ProductC,belt,Summer,sneakers,BrandD,Black,Casual,491
492,Other,17,middle-aged,Heavy,East,"['hat', 'jacket', 'pant']",ProductC,bracelet,Winter,sneakers,BrandB,White,Sporty,492
493,Female,59,senior,Average,North,"['hat', 'shoe', 'jacket', 'shirt', 'pant']",ProductE,bracelet,Autumn,sneakers,BrandD,Red,Casual,493
494,Other,61,senior,Athletic,West,"['shoe', 'shirt', 'pant']",ProductD,sunglasses,Summer,flats,BrandD,White,Casual,494
495,Other,27,young,Athletic,North,"['jacket', 'pant', 'shirt', 'hat', 'shoe']",ProductA,bracelet,Spring,sandals,BrandC,Green,Elegant,495
496,Male,62,middle-aged,Slim,South,"['shoe', 'shirt']",ProductC,sunglasses,Summer,flats,BrandD,Blue,Casual,496
497,Other,58,senior,Athletic,North,"['jacket', 'pant', 'shoe', 'hat', 'shirt']",ProductD,belt,Autumn,sandals,BrandD,Green,Casual,497
498,Male,15,young,Average,West,"['shirt', 'hat', 'jacket', 'shoe']",ProductC,watch,Summer,flats,BrandD,Red,Formal,498
499,Female,58,senior,Slim,East,['shoe'],ProductE,sunglasses,Spring,sandals,BrandD,Blue,Casual,499
500,Female,42,middle-aged,Athletic,North,"['pant', 'jacket', 'shirt']",ProductB,watch,Summer,sneakers,BrandC,Blue,Formal,500
501,Other,49,middle-aged,Average,South,['shoe'],ProductE,belt,Spring,boots,BrandD,White,Sporty,501
502,Male,40,young,Average,South,"['shirt', 'hat', 'jacket', 'shoe']",ProductB,necklace,Autumn,sandals,BrandB,Green,Sporty,502
503,Female,39,young,Average,East,"['hat', 'jacket', 'shoe', 'pant']",ProductA,sunglasses,Summer,heels,BrandA,Blue,Formal,503
504,Other,33,middle-aged,Average,North,"['shirt', 'shoe', 'hat', 'jacket', 'pant']",ProductC,belt,Spring,sandals,BrandC,Green,Casual,504
505,Other,25,senior,Athletic,North,"['hat', 'pant']",ProductC,necklace,Spring,sneakers,BrandC,Blue,Casual,505
506,Male,24,senior,Athletic,South,"['jacket', 'hat', 'shirt', 'pant', 'shoe']",ProductB,sunglasses,Winter,flats,BrandB,Green,Sporty,506
507,Male,38,middle-aged,Slim,North,['shoe'],ProductC,sunglasses,Autumn,sneakers,BrandC,Green,Formal,507
508,Other,61,middle-aged,Heavy,East,"['shirt', 'jacket', 'pant']",ProductA,belt,Spring,sandals,BrandB,White,Elegant,508
509,Female,49,middle-aged,Slim,South,"['hat', 'shoe', 'pant', 'jacket', 'shirt']",ProductA,bracelet,Autumn,heels,BrandD,Black,Elegant,509
510,Female,65,young,Slim,East,"['shoe', 'pant', 'jacket', 'shirt']",ProductE,necklace,Winter,heels,BrandD,Blue,Formal,510
511,Male,16,senior,Athletic,East,"['shirt', 'hat', 'jacket']",ProductB,watch,Winter,boots,BrandB,White,Sporty,511
512,Other,47,middle-aged,Heavy,West,['hat'],ProductD,watch,Autumn,boots,BrandA,White,Sporty,512
513,Female,45,middle-aged,Heavy,North,['shoe'],ProductB,belt,Spring,boots,BrandB,White,Formal,513
514,Female,32,senior,Average,East,"['shoe', 'jacket', 'shirt', 'pant']",ProductE,belt,Summer,sneakers,BrandA,Black,Casual,514
515,Male,61,middle-aged,Heavy,North,"['pant', 'jacket', 'shoe', 'hat']",ProductE,bracelet,Winter,heels,BrandB,Blue,Casual,515
516,Other,49,senior,Slim,West,"['pant', 'shoe', 'shirt', 'jacket']",ProductB,necklace,Autumn,flats,BrandA,Red,Formal,516
517,Male,43,middle-aged,Heavy,North,['shirt'],ProductD,watch,Winter,heels,BrandA,Red,Casual,517
518,Other,60,middle-aged,Athletic,East,"['pant', 'jacket', 'hat', 'shoe', 'shirt']",ProductC,sunglasses,Spring,sandals,BrandA,White,Elegant,518
519,Male,59,young,Heavy,West,"['jacket', 'pant', 'shoe']",ProductB,necklace,Autumn,flats,BrandA,Black,Formal,519
520,Female,49,senior,Heavy,West,['jacket'],ProductD,sunglasses,Summer,sandals,BrandD,Black,Formal,520
521,Male,18,middle-aged,Average,South,"['hat', 'shoe', 'shirt']",ProductC,bracelet,Spring,heels,BrandD,Black,Sporty,521
522,Other,67,young,Heavy,North,['pant'],ProductC,belt,Spring,boots,BrandA,Red,Elegant,522
523,Female,54,middle-aged,Average,East,"['shoe', 'hat', 'pant']",ProductD,necklace,Autumn,sandals,BrandA,Red,Casual,523
524,Other,52,young,Heavy,West,"['shoe', 'shirt']",ProductD,belt,Autumn,sneakers,BrandD,White,Elegant,524
525,Male,44,middle-aged,Athletic,North,"['jacket', 'shirt', 'pant', 'shoe', 'hat']",ProductB,bracelet,Autumn,boots,BrandA,Green,Sporty,525
526,Other,22,middle-aged,Slim,West,['hat'],ProductB,belt,Summer,boots,BrandA,White,Sporty,526
527,Female,17,senior,Slim,West,"['pant', 'shirt', 'hat', 'jacket']",ProductE,sunglasses,Spring,heels,BrandA,Blue,Formal,527
528,Other,36,senior,Slim,North,"['pant', 'jacket']",ProductB,bracelet,Spring,sandals,BrandA,Black,Formal,528
529,Male,17,middle-aged,Average,East,"['shoe', 'pant']",ProductB,sunglasses,Winter,flats,BrandC,Black,Formal,529
530,Other,52,senior,Average,North,"['hat', 'shoe']",ProductE,sunglasses,Autumn,sneakers,BrandC,White,Elegant,530
531,Other,47,middle-aged,Heavy,West,"['hat', 'shirt']",ProductD,sunglasses,Winter,flats,BrandD,White,Elegant,531
532,Other,39,middle-aged,Slim,West,['hat'],ProductB,necklace,Summer,sneakers,BrandD,White,Casual,532
533,Male,24,senior,Slim,South,"['shirt', 'jacket', 'hat', 'pant', 'shoe']",ProductA,necklace,Winter,flats,BrandC,Red,Sporty,533
534,Male,55,young,Athletic,West,"['shoe', 'jacket', 'pant', 'hat', 'shirt']",ProductE,necklace,Spring,sneakers,BrandD,Red,Casual,534
535,Male,31,senior,Heavy,East,['hat'],ProductB,sunglasses,Autumn,sandals,BrandA,Red,Casual,535
536,Other,44,middle-aged,Athletic,South,"['shoe', 'hat', 'pant', 'shirt', 'jacket']",ProductB,belt,Summer,heels,BrandD,Red,Formal,536
537,Male,41,young,Average,North,"['jacket', 'hat', 'shoe']",ProductE,watch,Winter,sandals,BrandD,Red,Elegant,537
538,Other,70,senior,Average,East,"['shirt', 'shoe', 'jacket']",ProductA,bracelet,Summer,heels,BrandD,Blue,Formal,538
539,Male,17,young,Average,West,"['hat', 'shirt']",ProductB,sunglasses,Autumn,heels,BrandC,Black,Elegant,539
540,Male,25,middle-aged,Average,North,"['pant', 'shoe', 'shirt', 'jacket']",ProductD,bracelet,Summer,sneakers,BrandB,White,Formal,540
541,Male,55,middle-aged,Slim,North,"['pant', 'shirt']",ProductE,sunglasses,Spring,heels,BrandA,White,Elegant,541
542,Other,29,middle-aged,Slim,North,"['shirt', 'jacket', 'shoe', 'hat']",ProductA,watch,Autumn,flats,BrandD,Blue,Sporty,542
543,Female,23,senior,Slim,South,"['shoe', 'hat']",ProductD,sunglasses,Autumn,flats,BrandA,Blue,Casual,543
544,Other,33,middle-aged,Heavy,North,"['shirt', 'pant', 'shoe', 'jacket']",ProductA,sunglasses,Autumn,boots,BrandC,White,Casual,544
545,Female,39,senior,Heavy,North,"['shoe', 'shirt']",ProductA,watch,Spring,heels,BrandC,White,Casual,545
546,Female,40,young,Heavy,South,"['shirt', 'jacket', 'shoe', 'hat']",ProductD,bracelet,Autumn,sneakers,BrandC,White,Elegant,546
547,Female,19,middle-aged,Slim,South,"['hat', 'jacket', 'shoe']",ProductD,necklace,Autumn,sneakers,BrandB,White,Sporty,547
548,Male,70,young,Slim,South,"['shirt', 'hat', 'shoe', 'pant', 'jacket']",ProductD,watch,Autumn,flats,BrandC,Black,Elegant,548
549,Female,64,middle-aged,Slim,North,"['shirt', 'shoe', 'jacket']",ProductD,bracelet,Spring,sandals,BrandC,Green,Formal,549
550,Male,39,senior,Average,West,"['jacket', 'pant', 'hat', 'shoe', 'shirt']",ProductC,watch,Winter,heels,BrandD,Red,Formal,550
551,Male,20,middle-aged,Slim,North,"['hat', 'pant', 'shirt', 'jacket']",ProductB,watch,Winter,heels,BrandA,Blue,Sporty,551
552,Other,31,young,Slim,West,"['shirt', 'pant']",ProductD,sunglasses,Autumn,boots,BrandC,Black,Casual,552
553,Male,23,young,Slim,West,"['pant', 'shirt']",ProductC,belt,Winter,heels,BrandD,White,Formal,553
554,Female,61,middle-aged,Athletic,East,"['hat', 'jacket', 'shoe', 'shirt']",ProductD,sunglasses,Summer,sandals,BrandA,Red,Formal,554
555,Other,32,young,Slim,West,['pant'],ProductE,necklace,Summer,flats,BrandA,Red,Casual,555
556,Female,30,middle-aged,Heavy,South,"['shoe', 'pant', 'jacket', 'shirt', 'hat']",ProductD,necklace,Autumn,flats,BrandB,Blue,Sporty,556
557,Female,36,senior,Heavy,North,"['shirt', 'shoe', 'jacket']",ProductD,sunglasses,Winter,heels,BrandC,Green,Elegant,557
558,Male,25,middle-aged,Athletic,East,"['pant', 'hat', 'shirt', 'jacket', 'shoe']",ProductD,necklace,Autumn,flats,BrandB,Blue,Sporty,558
559,Male,17,senior,Athletic,West,"['hat', 'shirt']",ProductD,bracelet,Autumn,sneakers,BrandA,Blue,Casual,559
560,Male,34,senior,Heavy,South,['jacket'],ProductA,sunglasses,Autumn,sneakers,BrandB,White,Elegant,560
561,Male,62,young,Heavy,South,"['jacket', 'shirt']",ProductB,belt,Spring,boots,BrandA,Red,Elegant,561
562,Female,26,middle-aged,Slim,East,"['shoe', 'pant']",ProductA,watch,Winter,flats,BrandC,Green,Casual,562
563,Male,22,senior,Slim,West,['pant'],ProductE,sunglasses,Autumn,flats,BrandC,Blue,Elegant,563
564,Male,33,middle-aged,Heavy,North,"['shirt', 'shoe']",ProductE,sunglasses,Spring,sneakers,BrandC,Black,Sporty,564
565,Male,37,middle-aged,Athletic,North,['shirt'],ProductA,necklace,Spring,heels,BrandA,White,Casual,565
566,Female,53,senior,Athletic,West,"['shirt', 'shoe', 'jacket', 'hat']",ProductA,necklace,Spring,flats,BrandB,Green,Casual,566
567,Female,36,senior,Heavy,West,"['shoe', 'pant', 'jacket', 'shirt']",ProductB,watch,Winter,sandals,BrandD,Red,Sporty,567
568,Male,68,middle-aged,Average,South,"['pant', 'shoe', 'hat', 'shirt', 'jacket']",ProductA,bracelet,Autumn,sandals,BrandC,Blue,Formal,568
569,Other,22,young,Athletic,South,"['jacket', 'shirt', 'pant', 'shoe']",ProductD,sunglasses,Summer,boots,BrandB,Black,Sporty,569
570,Male,54,senior,Athletic,South,"['shoe', 'hat', 'shirt', 'pant']",ProductD,belt,Autumn,boots,BrandA,Green,Formal,570
571,Female,20,young,Average,West,"['jacket', 'hat', 'shoe']",ProductC,watch,Summer,boots,BrandA,White,Formal,571
572,Male,19,senior,Athletic,West,"['jacket', 'shirt', 'pant', 'hat']",ProductB,sunglasses,Spring,heels,BrandD,Green,Casual,572
573,Other,45,middle-aged,Heavy,West,"['shoe', 'pant', 'shirt', 'jacket', 'hat']",ProductA,necklace,Spring,sandals,BrandA,White,Formal,573
574,Female,25,middle-aged,Slim,West,"['pant', 'jacket', 'shoe', 'hat', 'shirt']",ProductB,watch,Autumn,flats,BrandD,Black,Casual,574
575,Male,66,middle-aged,Average,East,"['hat', 'shirt', 'pant', 'shoe']",ProductB,bracelet,Winter,heels,BrandA,Red,Elegant,575
576,Other,34,middle-aged,Heavy,East,['shoe'],ProductA,necklace,Autumn,sneakers,BrandD,Green,Sporty,576
577,Male,55,senior,Heavy,North,"['shoe', 'shirt', 'pant', 'jacket', 'hat']",ProductC,necklace,Summer,flats,BrandD,White,Sporty,577
578,Female,23,senior,Slim,North,"['pant', 'shirt', 'jacket', 'hat']",ProductC,bracelet,Autumn,heels,BrandC,Red,Elegant,578
579,Male,33,middle-aged,Average,West,"['hat', 'shoe', 'shirt']",ProductB,necklace,Summer,sandals,BrandB,Red,Sporty,579
580,Female,15,middle-aged,Heavy,West,['jacket'],ProductC,bracelet,Autumn,heels,BrandA,Green,Elegant,580
581,Male,22,senior,Athletic,East,"['jacket', 'shirt', 'hat', 'pant']",ProductE,bracelet,Summer,sneakers,BrandB,White,Sporty,581
582,Other,28,senior,Heavy,East,"['shirt', 'shoe', 'jacket']",ProductA,watch,Spring,sandals,BrandD,Black,Casual,582
583,Other,25,middle-aged,Athletic,South,"['jacket', 'hat', 'pant', 'shirt', 'shoe']",ProductD,belt,Spring,sneakers,BrandD,Red,Sporty,583
584,Male,52,young,Slim,East,"['shirt', 'jacket', 'hat', 'pant']",ProductC,necklace,Spring,sandals,BrandD,Red,Elegant,584
585,Female,46,middle-aged,Slim,South,['jacket'],ProductB,bracelet,Summer,flats,BrandA,White,Casual,585
586,Other,57,young,Average,North,"['shoe', 'shirt', 'jacket', 'hat']",ProductD,belt,Summer,sandals,BrandA,White,Sporty,586
587,Male,49,middle-aged,Average,East,['pant'],ProductB,watch,Summer,heels,BrandD,White,Casual,587
588,Female,64,young,Athletic,South,"['pant', 'jacket', 'hat']",ProductA,watch,Autumn,sneakers,BrandB,White,Elegant,588
589,Other,21,senior,Athletic,East,['shoe'],ProductD,sunglasses,Winter,sneakers,BrandC,Blue,Casual,589
590,Male,40,middle-aged,Athletic,West,['shirt'],ProductB,belt,Spring,sandals,BrandD,White,Elegant,590
591,Other,51,middle-aged,Slim,South,"['pant', 'shoe', 'shirt', 'jacket', 'hat']",ProductB,belt,Autumn,boots,BrandC,Green,Sporty,591
592,Male,69,senior,Slim,North,['shirt'],ProductE,belt,Spring,sandals,BrandC,White,Formal,592
593,Female,61,senior,Average,South,['shirt'],ProductC,belt,Winter,boots,BrandA,Black,Casual,593
594,Male,54,senior,Average,West,"['hat', 'pant', 'jacket', 'shirt', 'shoe']",ProductE,sunglasses,Summer,flats,BrandC,Blue,Formal,594
595,Other,70,middle-aged,Heavy,West,['pant'],ProductD,bracelet,Winter,boots,BrandA,Black,Formal,595
596,Other,38,senior,Heavy,North,"['shoe', 'hat', 'shirt', 'pant']",ProductA,bracelet,Winter,sneakers,BrandC,Blue,Casual,596
597,Male,63,middle-aged,Heavy,West,"['shoe', 'jacket', 'shirt']",ProductE,sunglasses,Summer,flats,BrandD,Black,Sporty,597
598,Female,60,young,Athletic,South,"['shoe', 'pant', 'hat']",ProductD,watch,Autumn,heels,BrandC,Blue,Casual,598
599,Male,47,young,Average,South,['pant'],ProductA,watch,Summer,sneakers,BrandA,Blue,Sporty,599
600,Other,60,senior,Average,East,"['shoe', 'shirt', 'jacket', 'hat', 'pant']",ProductD,necklace,Autumn,sandals,BrandC,Blue,Casual,600
601,Male,25,young,Average,North,"['pant', 'jacket', 'shoe', 'hat']",ProductE,belt,Summer,boots,BrandD,Black,Casual,601
602,Other,65,senior,Average,South,"['pant', 'jacket', 'shoe', 'shirt', 'hat']",ProductD,sunglasses,Summer,heels,BrandB,Green,Formal,602
603,Female,47,senior,Heavy,West,"['jacket', 'hat', 'shirt', 'shoe']",ProductE,necklace,Winter,heels,BrandA,Red,Sporty,603
604,Female,19,middle-aged,Heavy,East,"['shoe', 'shirt']",ProductD,watch,Summer,boots,BrandB,Red,Casual,604
605,Female,45,middle-aged,Slim,South,['shoe'],ProductA,bracelet,Winter,sandals,BrandA,Blue,Formal,605
606,Male,55,young,Athletic,North,"['pant', 'hat', 'jacket', 'shirt', 'shoe']",ProductB,sunglasses,Winter,heels,BrandC,Blue,Formal,606
607,Male,29,middle-aged,Average,South,['hat'],ProductA,bracelet,Spring,flats,BrandA,White,Casual,607
608,Female,42,senior,Heavy,East,"['jacket', 'pant', 'shirt', 'shoe', 'hat']",ProductE,necklace,Autumn,heels,BrandA,Blue,Casual,608
609,Female,53,senior,Heavy,North,['shirt'],ProductC,necklace,Autumn,heels,BrandD,Black,Elegant,609
610,Female,51,senior,Athletic,North,"['hat', 'pant']",ProductC,belt,Summer,flats,BrandC,White,Elegant,610
611,Female,35,middle-aged,Average,West,['shirt'],ProductE,belt,Spring,flats,BrandB,Red,Casual,611
612,Other,53,young,Heavy,South,"['shoe', 'jacket']",ProductB,necklace,Spring,sneakers,BrandD,White,Sporty,612
613,Female,38,senior,Heavy,North,['pant'],ProductC,bracelet,Autumn,heels,BrandB,Black,Elegant,613
614,Male,24,senior,Slim,West,"['shoe', 'shirt', 'jacket', 'pant']",ProductC,sunglasses,Summer,boots,BrandD,Green,Casual,614
615,Male,19,senior,Heavy,West,['shirt'],ProductA,belt,Spring,sneakers,BrandA,Black,Formal,615
616,Male,46,senior,Athletic,North,"['shoe', 'hat']",ProductD,watch,Spring,sneakers,BrandB,Green,Elegant,616
617,Male,66,senior,Average,North,"['jacket', 'pant', 'shoe', 'shirt']",ProductD,bracelet,Spring,sandals,BrandA,Red,Sporty,617
618,Female,20,middle-aged,Slim,North,"['shirt', 'pant', 'jacket']",ProductB,watch,Summer,sandals,BrandC,Black,Formal,618
619,Female,49,senior,Heavy,West,"['hat', 'shoe', 'pant', 'jacket', 'shirt']",ProductC,bracelet,Spring,boots,BrandA,Black,Casual,619
620,Other,40,middle-aged,Athletic,West,"['shirt', 'jacket', 'shoe', 'pant']",ProductA,bracelet,Autumn,boots,BrandA,Green,Sporty,620
